date,category,product,distribution_center,supplier,manual_forecast,actual_demand,stock_level,lead_time_days,delivery_performance,customer_satisfaction,allocation_efficiency,forecast_accuracy,stockout,stockout_qty,overstock,overstock_qty,forecast_error,forecast_error_pct,forecast_bias
2023-10-06,Food,Eggs,South DC,Supplier E,233,259,247,22,50,3.72,95.37,89.96,True,12,False,0,-26,10.04,Under-forecast
2023-10-06,Food,Eggs,Central DC,Supplier E,415,380,457,16,70,4.58,79.74,90.79,False,0,True,77,35,9.21,Over-forecast
2023-10-06,Food,Bread,South DC,Supplier A,243,269,260,4,100,4.16,96.65,90.33,True,9,False,0,-26,9.67,Under-forecast
2023-10-06,Food,Bread,West DC,Supplier E,323,370,353,13,80,4.03,95.41,87.3,True,17,False,0,-47,12.7,Under-forecast
2023-10-06,Home Goods,Curtains,South DC,Supplier A,162,148,178,1,99,4.67,79.73,90.54,False,0,True,30,14,9.46,Over-forecast
2023-10-06,Home Goods,Curtains,Central DC,Supplier E,83,100,94,9,103,3.85,94.0,83.0,True,6,False,0,-17,17.0,Under-forecast
2023-10-06,Home Goods,Table,East DC,Supplier A,91,103,102,4,100,3.67,99.03,88.35,True,1,False,0,-12,11.65,Under-forecast
2023-10-06,Home Goods,Table,South DC,Supplier D,107,122,112,15,70,3.85,91.8,87.7,True,10,False,0,-15,12.3,Under-forecast
2023-10-06,Home Goods,Rug,East DC,Supplier D,72,66,79,14,90,4.53,80.3,90.91,False,0,False,13,6,9.09,Accurate
2023-10-06,Home Goods,Rug,Central DC,Supplier E,77,67,88,17,40,3.79,68.66,85.07,False,0,True,21,10,14.93,Accurate
2023-10-06,Sports,Dumbbells,South DC,Supplier B,108,122,116,3,100,4.13,95.08,88.52,True,6,False,0,-14,11.48,Under-forecast
2023-10-06,Sports,Dumbbells,East DC,Supplier E,117,102,132,21,70,3.84,70.59,85.29,False,0,True,30,15,14.71,Over-forecast
2023-10-06,Sports,Tennis Racket,Central DC,Supplier B,64,71,73,4,99,4.98,97.18,90.14,False,0,False,2,-7,9.86,Accurate
2023-10-06,Sports,Tennis Racket,East DC,Supplier C,80,92,86,5,99,4.16,93.48,86.96,True,6,False,0,-12,13.04,Under-forecast
2023-10-06,Sports,Running Shoes,Central DC,Supplier C,58,72,63,6,100,3.01,87.5,80.56,True,9,False,0,-14,19.44,Under-forecast
2023-10-06,Sports,Running Shoes,West DC,Supplier E,143,133,162,8,99,5.0,78.2,92.48,False,0,True,29,10,7.52,Accurate
2023-10-06,Beauty,Hair Dryer,Central DC,Supplier C,90,79,95,6,100,4.21,79.75,86.08,False,0,True,16,11,13.92,Over-forecast
2023-10-06,Beauty,Hair Dryer,South DC,Supplier E,65,74,70,9,99,4.25,94.59,87.84,True,4,False,0,-9,12.16,Accurate
2023-10-06,Beauty,Makeup,Central DC,Supplier D,130,159,139,7,100,3.39,87.42,81.76,True,20,False,0,-29,18.24,Under-forecast
2023-10-06,Beauty,Makeup,East DC,Supplier B,182,153,193,3,99,4.32,73.86,81.05,False,0,True,40,29,18.95,Over-forecast
2023-10-06,Beauty,Perfume,South DC,Supplier C,84,94,89,7,97,4.0,94.68,89.36,True,5,False,0,-10,10.64,Under-forecast
2023-10-06,Beauty,Perfume,East DC,Supplier D,121,149,128,11,97,3.41,85.91,81.21,True,21,False,0,-28,18.79,Under-forecast
2023-10-07,Electronics,Laptop,East DC,Supplier A,113,100,121,1,97,4.44,79.0,87.0,False,0,True,21,13,13.0,Over-forecast
2023-10-07,Electronics,Laptop,Central DC,Supplier E,116,103,124,9,103,3.97,79.61,87.38,False,0,True,21,13,12.62,Over-forecast
2023-10-07,Electronics,Headphones,South DC,Supplier A,84,101,95,3,100,3.53,94.06,83.17,True,6,False,0,-17,16.83,Under-forecast
2023-10-07,Electronics,Headphones,West DC,Supplier E,278,233,310,12,97,4.27,66.95,80.69,False,0,True,77,45,19.31,Over-forecast
2023-10-07,Electronics,Smart Watch,Central DC,Supplier A,206,233,222,2,100,4.11,95.28,88.41,True,11,False,0,-27,11.59,Under-forecast
2023-10-07,Electronics,Smart Watch,South DC,Supplier D,178,216,193,10,100,3.87,89.35,82.41,True,23,False,0,-38,17.59,Under-forecast
2023-10-07,Clothing,T-shirt,Central DC,Supplier E,114,126,122,16,100,4.26,96.83,90.48,True,4,False,0,-12,9.52,Under-forecast
2023-10-07,Clothing,T-shirt,East DC,Supplier C,191,216,218,6,99,4.29,99.07,88.43,False,0,False,2,-25,11.57,Under-forecast
2023-10-07,Clothing,Shoes,Central DC,Supplier C,104,114,112,5,97,4.28,98.25,91.23,True,2,False,0,-10,8.77,Under-forecast
2023-10-07,Clothing,Shoes,West DC,Supplier A,333,384,355,1,97,4.14,92.45,86.72,True,29,False,0,-51,13.28,Under-forecast
2023-10-07,Clothing,Dress,East DC,Supplier D,248,294,270,9,100,4.31,91.84,84.35,True,24,False,0,-46,15.65,Under-forecast
2023-10-07,Clothing,Dress,West DC,Supplier C,267,243,304,6,100,4.94,74.9,90.12,False,0,True,61,24,9.88,Over-forecast
2023-10-07,Food,Bread,East DC,Supplier A,369,333,412,3,97,4.72,76.28,89.19,False,0,True,79,36,10.81,Over-forecast
2023-10-07,Food,Bread,West DC,Supplier B,252,228,270,5,97,4.13,81.58,89.47,False,0,False,42,24,10.53,Over-forecast
2023-10-07,Food,Chocolate,West DC,Supplier E,289,320,314,19,97,4.81,98.12,90.31,True,6,False,0,-31,9.69,Under-forecast
2023-10-07,Food,Chocolate,East DC,Supplier D,336,291,365,10,97,4.28,74.57,84.54,False,0,True,74,45,15.46,Over-forecast
2023-10-07,Food,Eggs,Central DC,Supplier C,318,356,335,4,97,3.75,94.1,89.33,True,21,False,0,-38,10.67,Under-forecast
2023-10-07,Food,Eggs,West DC,Supplier D,280,311,319,7,97,5.0,97.43,90.03,False,0,False,8,-31,9.97,Under-forecast
2023-10-07,Home Goods,Lamp,South DC,Supplier C,138,163,153,5,99,3.83,93.87,84.66,True,10,False,0,-25,15.34,Under-forecast
2023-10-07,Home Goods,Lamp,Central DC,Supplier A,153,137,168,2,100,4.33,77.37,88.32,False,0,True,31,16,11.68,Over-forecast
2023-10-07,Home Goods,Curtains,South DC,Supplier D,136,126,145,5,109,4.4,84.92,92.06,False,0,False,19,10,7.94,Accurate
2023-10-07,Home Goods,Curtains,Central DC,Supplier E,91,105,98,19,90,3.57,93.33,86.67,True,7,False,0,-14,13.33,Under-forecast
2023-10-07,Home Goods,Table,West DC,Supplier A,86,75,90,5,90,4.33,80.0,85.33,False,0,False,15,11,14.67,Over-forecast
2023-10-07,Home Goods,Table,South DC,Supplier A,186,160,197,2,100,4.43,76.88,83.75,False,0,True,37,26,16.25,Over-forecast
2023-10-07,Sports,Yoga Mat,Central DC,Supplier C,166,182,176,9,90,4.81,96.7,91.21,True,6,False,0,-16,8.79,Under-forecast
2023-10-07,Sports,Yoga Mat,West DC,Supplier E,185,158,201,11,97,4.47,72.78,82.91,False,0,True,43,27,17.09,Over-forecast
2023-10-07,Sports,Dumbbells,West DC,Supplier B,164,144,180,4,99,4.04,75.0,86.11,False,0,True,36,20,13.89,Over-forecast
2023-10-07,Sports,Dumbbells,East DC,Supplier B,221,191,239,4,100,4.53,74.87,84.29,False,0,True,48,30,15.71,Over-forecast
2023-10-07,Sports,Running Shoes,East DC,Supplier C,184,208,199,4,97,4.36,95.67,88.46,True,9,False,0,-24,11.54,Under-forecast
2023-10-07,Sports,Running Shoes,Central DC,Supplier D,119,143,127,11,99,3.82,88.81,83.22,True,16,False,0,-24,16.78,Under-forecast
2023-10-07,Beauty,Skincare,Central DC,Supplier B,279,247,294,2,97,4.6,80.97,87.04,False,0,False,47,32,12.96,Over-forecast
2023-10-07,Beauty,Skincare,South DC,Supplier C,138,161,148,5,97,4.05,91.93,85.71,True,13,False,0,-23,14.29,Under-forecast
2023-10-07,Beauty,Makeup,South DC,Supplier D,153,133,164,6,99,4.47,76.69,84.96,False,0,True,31,20,15.04,Over-forecast
2023-10-07,Beauty,Makeup,East DC,Supplier A,247,224,259,2,97,4.41,84.38,89.73,False,0,False,35,23,10.27,Over-forecast
2023-10-07,Beauty,Perfume,Central DC,Supplier C,132,164,148,6,100,4.11,90.24,80.49,True,16,False,0,-32,19.51,Under-forecast
2023-10-07,Beauty,Perfume,East DC,Supplier C,162,183,181,6,100,4.28,98.91,88.52,True,2,False,0,-21,11.48,Under-forecast
2023-10-08,Electronics,Phone,Central DC,Supplier D,162,150,170,7,100,4.53,86.67,92.0,False,0,False,20,12,8.0,Over-forecast
2023-10-08,Electronics,Phone,East DC,Supplier A,154,177,175,5,90,4.21,98.87,87.01,True,2,False,0,-23,12.99,Under-forecast
2023-10-08,Electronics,Laptop,West DC,Supplier C,217,239,247,9,80,4.48,96.65,90.79,False,0,False,8,-22,9.21,Under-forecast
2023-10-08,Electronics,Laptop,East DC,Supplier C,187,158,211,10,80,4.0,66.46,81.65,False,0,True,53,29,18.35,Over-forecast
2023-10-08,Electronics,Camera,Central DC,Supplier E,85,101,93,18,90,4.06,92.08,84.16,True,8,False,0,-16,15.84,Under-forecast
2023-10-08,Electronics,Camera,South DC,Supplier A,195,214,217,3,97,5.0,98.6,91.12,False,0,False,3,-19,8.88,Under-forecast
2023-10-08,Clothing,Jacket,South DC,Supplier A,420,493,472,3,100,4.28,95.74,85.19,True,21,False,0,-73,14.81,Under-forecast
2023-10-08,Clothing,Jacket,East DC,Supplier E,391,480,425,12,100,3.56,88.54,81.46,True,55,False,0,-89,18.54,Under-forecast
2023-10-08,Clothing,Sweater,West DC,Supplier B,431,488,470,5,97,3.98,96.31,88.32,True,18,False,0,-57,11.68,Under-forecast
2023-10-08,Clothing,Sweater,South DC,Supplier D,323,378,352,9,90,4.02,93.12,85.45,True,26,False,0,-55,14.55,Under-forecast
2023-10-08,Clothing,Jeans,West DC,Supplier E,129,145,139,15,99,4.08,95.86,88.97,True,6,False,0,-16,11.03,Under-forecast
2023-10-08,Clothing,Jeans,South DC,Supplier E,263,306,299,12,90,3.67,97.71,85.95,True,7,False,0,-43,14.05,Under-forecast
2023-10-08,Food,Bread,West DC,Supplier C,233,199,262,9,100,4.57,68.34,82.91,False,0,True,63,34,17.09,Over-forecast
2023-10-08,Food,Bread,Central DC,Supplier D,391,330,437,5,99,4.4,67.58,81.52,False,0,True,107,61,18.48,Over-forecast
2023-10-08,Food,Milk,East DC,Supplier E,461,390,505,13,97,4.32,70.51,81.79,False,0,True,115,71,18.21,Over-forecast
2023-10-08,Food,Milk,South DC,Supplier E,223,191,246,9,97,4.03,71.2,83.25,False,0,True,55,32,16.75,Over-forecast
2023-10-08,Food,Coffee,Central DC,Supplier B,353,325,392,4,97,4.69,79.38,91.38,False,0,True,67,28,8.62,Over-forecast
2023-10-08,Food,Coffee,East DC,Supplier E,377,347,417,18,60,4.22,79.83,91.35,False,0,True,70,30,8.65,Over-forecast
2023-10-08,Home Goods,Curtains,Central DC,Supplier E,109,130,118,24,50,3.84,90.77,83.85,True,12,False,0,-21,16.15,Under-forecast
2023-10-08,Home Goods,Curtains,South DC,Supplier C,110,132,117,5,99,3.3,88.64,83.33,True,15,False,0,-22,16.67,Under-forecast
2023-10-08,Home Goods,Table,West DC,Supplier D,144,125,155,10,99,4.4,76.0,84.8,False,0,True,30,19,15.2,Over-forecast
2023-10-08,Home Goods,Table,Central DC,Supplier E,198,179,213,12,103,4.61,81.01,89.39,False,0,False,34,19,10.61,Over-forecast
2023-10-08,Home Goods,Pillow,South DC,Supplier E,138,151,145,8,107,4.88,96.03,91.39,True,6,False,0,-13,8.61,Under-forecast
2023-10-08,Home Goods,Pillow,East DC,Supplier C,158,140,167,7,100,4.61,80.71,87.14,False,0,False,27,18,12.86,Over-forecast
2023-10-08,Sports,Yoga Mat,East DC,Supplier D,176,149,189,14,90,4.04,73.15,81.88,False,0,True,40,27,18.12,Over-forecast
2023-10-08,Sports,Yoga Mat,West DC,Supplier D,166,152,174,11,80,4.67,85.53,90.79,False,0,False,22,14,9.21,Over-forecast
2023-10-08,Sports,Running Shoes,South DC,Supplier E,86,103,92,15,70,3.27,89.32,83.5,True,11,False,0,-17,16.5,Under-forecast
2023-10-08,Sports,Running Shoes,West DC,Supplier E,102,90,112,19,97,4.56,75.56,86.67,False,0,True,22,12,13.33,Over-forecast
2023-10-08,Sports,Tennis Racket,West DC,Supplier A,107,93,113,3,100,4.14,78.49,84.95,False,0,True,20,14,15.05,Over-forecast
2023-10-08,Sports,Tennis Racket,East DC,Supplier B,130,162,145,4,90,3.46,89.51,80.25,True,17,False,0,-32,19.75,Under-forecast
2023-10-08,Beauty,Perfume,East DC,Supplier B,232,197,245,5,100,4.39,75.63,82.23,False,0,True,48,35,17.77,Over-forecast
2023-10-08,Beauty,Perfume,South DC,Supplier E,254,219,279,22,80,4.26,72.6,84.02,False,0,True,60,35,15.98,Over-forecast
2023-10-08,Beauty,Shampoo,West DC,Supplier C,138,172,156,9,90,3.71,90.7,80.23,True,16,False,0,-34,19.77,Under-forecast
2023-10-08,Beauty,Shampoo,South DC,Supplier E,241,277,264,11,100,3.65,95.31,87.0,True,13,False,0,-36,13.0,Under-forecast
2023-10-08,Beauty,Makeup,Central DC,Supplier E,108,128,113,17,99,3.19,88.28,84.38,True,15,False,0,-20,15.62,Under-forecast
2023-10-08,Beauty,Makeup,East DC,Supplier B,170,189,186,4,97,4.11,98.41,89.95,True,3,False,0,-19,10.05,Under-forecast
2023-10-09,Electronics,Headphones,Central DC,Supplier D,81,95,88,15,80,3.65,92.63,85.26,True,7,False,0,-14,14.74,Under-forecast
2023-10-09,Electronics,Headphones,West DC,Supplier E,107,128,112,16,100,3.96,87.5,83.59,True,16,False,0,-21,16.41,Under-forecast
2023-10-09,Electronics,Smart Watch,East DC,Supplier C,190,164,201,8,80,3.83,77.44,84.15,False,0,True,37,26,15.85,Over-forecast
2023-10-09,Electronics,Smart Watch,South DC,Supplier C,186,160,211,10,80,4.47,68.12,83.75,False,0,True,51,26,16.25,Over-forecast
2023-10-09,Electronics,Laptop,Central DC,Supplier E,172,193,194,12,101,4.44,99.48,89.12,False,0,False,1,-21,10.88,Under-forecast
2023-10-09,Electronics,Laptop,West DC,Supplier D,117,108,132,16,70,4.47,77.78,91.67,False,0,True,24,9,8.33,Accurate
2023-10-09,Clothing,Jacket,East DC,Supplier E,370,321,394,10,100,4.33,77.26,84.74,False,0,True,73,49,15.26,Over-forecast
2023-10-09,Clothing,Jacket,Central DC,Supplier E,179,162,196,8,99,4.58,79.01,89.51,False,0,True,34,17,10.49,Over-forecast
2023-10-09,Clothing,Shoes,West DC,Supplier E,279,248,306,20,100,3.96,76.61,87.5,False,0,True,58,31,12.5,Over-forecast
2023-10-09,Clothing,Shoes,Central DC,Supplier C,208,242,219,5,100,4.47,90.5,85.95,True,23,False,0,-34,14.05,Under-forecast
2023-10-09,Clothing,Sweater,South DC,Supplier C,163,185,177,4,99,3.92,95.68,88.11,True,8,False,0,-22,11.89,Under-forecast
2023-10-09,Clothing,Sweater,East DC,Supplier E,198,239,209,7,101,3.04,87.45,82.85,True,30,False,0,-41,17.15,Under-forecast
2023-10-09,Food,Milk,South DC,Supplier D,295,330,328,13,80,4.0,99.39,89.39,True,2,False,0,-35,10.61,Under-forecast
2023-10-09,Food,Milk,Central DC,Supplier E,200,243,212,10,109,3.21,87.24,82.3,True,31,False,0,-43,17.7,Under-forecast
2023-10-09,Food,Chocolate,South DC,Supplier E,199,248,218,20,90,2.72,87.9,80.24,True,30,False,0,-49,19.76,Under-forecast
2023-10-09,Food,Chocolate,Central DC,Supplier B,368,327,419,6,90,4.04,71.87,87.46,False,0,True,92,41,12.54,Over-forecast
2023-10-09,Food,Bread,Central DC,Supplier E,219,268,246,6,103,3.88,91.79,81.72,True,22,False,0,-49,18.28,Under-forecast
2023-10-09,Food,Bread,West DC,Supplier D,226,248,237,6,101,4.9,95.56,91.13,True,11,False,0,-22,8.87,Under-forecast
2023-10-09,Home Goods,Pillow,Central DC,Supplier D,129,143,140,7,99,4.66,97.9,90.21,True,3,False,0,-14,9.79,Under-forecast
2023-10-09,Home Goods,Pillow,West DC,Supplier E,91,77,102,16,90,4.18,67.53,81.82,False,0,True,25,14,18.18,Over-forecast
2023-10-09,Home Goods,Rug,West DC,Supplier C,89,81,95,8,80,4.45,82.72,90.12,False,0,False,14,8,9.88,Accurate
2023-10-09,Home Goods,Rug,South DC,Supplier B,119,136,125,2,97,4.04,91.91,87.5,True,11,False,0,-17,12.5,Under-forecast
2023-10-09,Home Goods,Lamp,Central DC,Supplier B,94,106,98,3,100,4.37,92.45,88.68,True,8,False,0,-12,11.32,Under-forecast
2023-10-09,Home Goods,Lamp,South DC,Supplier D,141,126,159,16,70,3.92,73.81,88.1,False,0,True,33,15,11.9,Over-forecast
2023-10-09,Sports,Yoga Mat,East DC,Supplier C,64,80,69,7,99,3.11,86.25,80.0,True,11,False,0,-16,20.0,Under-forecast
2023-10-09,Sports,Yoga Mat,West DC,Supplier C,85,95,96,6,99,4.23,98.95,89.47,False,0,False,1,-10,10.53,Under-forecast
2023-10-09,Sports,Running Shoes,South DC,Supplier B,79,97,86,3,99,3.54,88.66,81.44,True,11,False,0,-18,18.56,Under-forecast
2023-10-09,Sports,Running Shoes,East DC,Supplier A,156,190,176,2,97,4.15,92.63,82.11,True,14,False,0,-34,17.89,Under-forecast
2023-10-09,Sports,Fitness Tracker,East DC,Supplier A,86,78,92,2,99,4.46,82.05,89.74,False,0,False,14,8,10.26,Accurate
2023-10-09,Sports,Fitness Tracker,Central DC,Supplier C,83,102,88,6,97,3.61,86.27,81.37,True,14,False,0,-19,18.63,Under-forecast
2023-10-09,Beauty,Makeup,East DC,Supplier A,129,145,142,2,97,4.1,97.93,88.97,True,3,False,0,-16,11.03,Under-forecast
2023-10-09,Beauty,Makeup,Central DC,Supplier C,121,133,131,5,97,4.16,98.5,90.98,True,2,False,0,-12,9.02,Under-forecast
2023-10-09,Beauty,Hair Dryer,West DC,Supplier D,154,131,176,6,97,4.51,65.65,82.44,False,0,True,45,23,17.56,Over-forecast
2023-10-09,Beauty,Hair Dryer,Central DC,Supplier D,228,199,242,11,99,4.3,78.39,85.43,False,0,True,43,29,14.57,Over-forecast
2023-10-09,Beauty,Perfume,Central DC,Supplier D,168,185,177,12,97,4.56,95.68,90.81,True,8,False,0,-17,9.19,Under-forecast
2023-10-09,Beauty,Perfume,East DC,Supplier D,122,105,130,14,70,4.32,76.19,83.81,False,0,True,25,17,16.19,Over-forecast
2023-10-10,Electronics,Camera,Central DC,Supplier E,117,100,126,10,97,4.16,74.0,83.0,False,0,True,26,17,17.0,Over-forecast
2023-10-10,Electronics,Camera,East DC,Supplier D,156,180,174,5,99,3.68,96.67,86.67,True,6,False,0,-24,13.33,Under-forecast
2023-10-10,Electronics,Tablet,East DC,Supplier E,115,144,132,11,97,3.28,91.67,79.86,True,12,False,0,-29,20.14,Under-forecast
2023-10-10,Electronics,Tablet,South DC,Supplier D,89,103,98,16,60,3.03,95.15,86.41,True,5,False,0,-14,13.59,Under-forecast
2023-10-10,Electronics,Headphones,East DC,Supplier B,82,96,87,5,100,3.83,90.62,85.42,True,9,False,0,-14,14.58,Under-forecast
2023-10-10,Electronics,Headphones,Central DC,Supplier A,174,150,193,3,100,4.39,71.33,84.0,False,0,True,43,24,16.0,Over-forecast
2023-10-10,Clothing,Sweater,Central DC,Supplier A,166,144,177,2,100,4.4,77.08,84.72,False,0,True,33,22,15.28,Over-forecast
2023-10-10,Clothing,Sweater,South DC,Supplier E,162,180,180,24,40,3.92,100.0,90.0,False,0,False,0,-18,10.0,Under-forecast
2023-10-10,Clothing,T-shirt,West DC,Supplier A,229,279,258,1,97,4.07,92.47,82.08,True,21,False,0,-50,17.92,Under-forecast
2023-10-10,Clothing,T-shirt,Central DC,Supplier B,283,258,305,4,100,5.0,81.78,90.31,False,0,False,47,25,9.69,Over-forecast
2023-10-10,Clothing,Dress,South DC,Supplier B,150,130,166,4,97,4.07,72.31,84.62,False,0,True,36,20,15.38,Over-forecast
2023-10-10,Clothing,Dress,West DC,Supplier D,243,301,267,10,97,3.12,88.7,80.73,True,34,False,0,-58,19.27,Under-forecast
2023-10-10,Food,Milk,East DC,Supplier E,249,231,282,16,103,5.0,77.92,92.21,False,0,True,51,18,7.79,Over-forecast
2023-10-10,Food,Milk,Central DC,Supplier C,281,316,303,9,80,4.05,95.89,88.92,True,13,False,0,-35,11.08,Under-forecast
2023-10-10,Food,Coffee,Central DC,Supplier C,295,334,329,10,90,3.97,98.5,88.32,True,5,False,0,-39,11.68,Under-forecast
2023-10-10,Food,Coffee,West DC,Supplier C,367,315,392,9,90,4.37,75.56,83.49,False,0,True,77,52,16.51,Over-forecast
2023-10-10,Food,Bread,South DC,Supplier D,400,348,423,7,99,4.68,78.45,85.06,False,0,True,75,52,14.94,Over-forecast
2023-10-10,Food,Bread,West DC,Supplier A,264,308,287,2,97,4.1,93.18,85.71,True,21,False,0,-44,14.29,Under-forecast
2023-10-10,Home Goods,Rug,West DC,Supplier B,70,63,77,3,100,4.13,77.78,88.89,False,0,True,14,7,11.11,Accurate
2023-10-10,Home Goods,Rug,South DC,Supplier C,48,56,54,7,99,3.85,96.43,85.71,True,2,False,0,-8,14.29,Accurate
2023-10-10,Home Goods,Chair,Central DC,Supplier C,157,136,171,8,100,4.2,74.26,84.56,False,0,True,35,21,15.44,Over-forecast
2023-10-10,Home Goods,Chair,West DC,Supplier D,80,92,87,18,50,3.59,94.57,86.96,True,5,False,0,-12,13.04,Under-forecast
2023-10-10,Home Goods,Curtains,West DC,Supplier C,81,90,86,3,99,4.55,95.56,90.0,True,4,False,0,-9,10.0,Accurate
2023-10-10,Home Goods,Curtains,Central DC,Supplier C,91,82,101,4,97,4.24,76.83,89.02,False,0,True,19,9,10.98,Accurate
2023-10-10,Sports,Dumbbells,West DC,Supplier C,93,103,103,8,100,4.98,100.0,90.29,False,0,False,0,-10,9.71,Under-forecast
2023-10-10,Sports,Dumbbells,Central DC,Supplier E,174,152,194,4,107,4.16,72.37,85.53,False,0,True,42,22,14.47,Over-forecast
2023-10-10,Sports,Tennis Racket,East DC,Supplier D,60,72,63,9,90,3.51,87.5,83.33,True,9,False,0,-12,16.67,Under-forecast
2023-10-10,Sports,Tennis Racket,Central DC,Supplier D,133,157,150,13,90,3.78,95.54,84.71,True,7,False,0,-24,15.29,Under-forecast
2023-10-10,Sports,Yoga Mat,West DC,Supplier A,64,74,70,3,100,3.67,94.59,86.49,True,4,False,0,-10,13.51,Under-forecast
2023-10-10,Sports,Yoga Mat,Central DC,Supplier A,83,75,90,2,97,4.35,80.0,89.33,False,0,False,15,8,10.67,Accurate
2023-10-10,Beauty,Skincare,West DC,Supplier D,175,154,187,10,99,4.58,78.57,86.36,False,0,True,33,21,13.64,Over-forecast
2023-10-10,Beauty,Skincare,South DC,Supplier B,108,100,122,6,100,4.85,78.0,92.0,False,0,True,22,8,8.0,Accurate
2023-10-10,Beauty,Hair Dryer,Central DC,Supplier C,159,191,181,6,97,3.81,94.76,83.25,True,10,False,0,-32,16.75,Under-forecast
2023-10-10,Beauty,Hair Dryer,West DC,Supplier E,166,196,190,9,101,4.44,96.94,84.69,True,6,False,0,-30,15.31,Under-forecast
2023-10-10,Beauty,Perfume,Central DC,Supplier A,148,175,160,4,100,4.02,91.43,84.57,True,15,False,0,-27,15.43,Under-forecast
2023-10-10,Beauty,Perfume,South DC,Supplier D,69,80,79,14,90,3.45,98.75,86.25,True,1,False,0,-11,13.75,Under-forecast
2023-10-11,Electronics,Headphones,Central DC,Supplier E,141,125,153,17,90,4.2,77.6,87.2,False,0,True,28,16,12.8,Over-forecast
2023-10-11,Electronics,Headphones,West DC,Supplier E,162,180,175,16,60,4.01,97.22,90.0,True,5,False,0,-18,10.0,Under-forecast
2023-10-11,Electronics,Camera,South DC,Supplier C,146,166,154,7,100,4.0,92.77,87.95,True,12,False,0,-20,12.05,Under-forecast
2023-10-11,Electronics,Camera,Central DC,Supplier D,118,140,125,12,90,3.34,89.29,84.29,True,15,False,0,-22,15.71,Under-forecast
2023-10-11,Electronics,Phone,East DC,Supplier A,76,84,80,4,100,4.1,95.24,90.48,True,4,False,0,-8,9.52,Accurate
2023-10-11,Electronics,Phone,West DC,Supplier E,156,175,177,20,100,4.37,98.86,89.14,False,0,False,2,-19,10.86,Under-forecast
2023-10-11,Clothing,Jacket,South DC,Supplier C,133,152,142,4,99,3.9,93.42,87.5,True,10,False,0,-19,12.5,Under-forecast
2023-10-11,Clothing,Jacket,Central DC,Supplier A,235,202,247,2,100,4.47,77.72,83.66,False,0,True,45,33,16.34,Over-forecast
2023-10-11,Clothing,T-shirt,West DC,Supplier D,326,282,372,5,101,4.46,68.09,84.4,False,0,True,90,44,15.6,Over-forecast
2023-10-11,Clothing,T-shirt,South DC,Supplier A,126,107,140,2,97,4.55,69.16,82.24,False,0,True,33,19,17.76,Over-forecast
2023-10-11,Clothing,Shoes,East DC,Supplier C,163,202,183,5,100,3.62,90.59,80.69,True,19,False,0,-39,19.31,Under-forecast
